content_id,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-7.00954E+18,[Books] Biblioteca FIXE: Sugestões de Leitura,[Webinar] API RESTful Mercado Livre,Return of incandescent light bulbs as MIT makes them more efficient than LEDs,8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,[Videos] Bill Gross: The single biggest reason why startups succeed,"Introducing a new developer show ""Machine Learning: Recipes for New Developers"""
-7.00475E+18,Add the Same File to Multiple Folders in Google Drive without Copying,Spotify's Latest Algorithmic Playlist Is Full of Your Favorite New Music,Machine Learning is Fun! Part 3: Deep Learning and Convolutional Neural Networks,Five priorities for competing in an era of digital globalization,"Google Save, serviço para salvar coisas da web, chega ao Brasil | Google Discovery",Physicists have discovered what makes neural networks so extraordinarily powerful
-7.00256E+18,Building a digital-banking business,Speed for simplicity: An interview with Lenovo's Gerry Smith,Coca-Cola reportedly closes Founders startup incubator,"SpaceNet satellite imagery repository launched by DigitalGlobe, CosmiQ Works and NVIDIA on AWS",How AWS came to be,Five things to include in your digital transformation playbook
-6.99975E+18,"PayPal is shutting down its Windows Phone, BlackBerry, and Amazon apps",Capturing China's $5 trillion productivity opportunity,Cover-More to raise $73.3 million to buy Travelex insurance unit,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,Neoliberalismo a ideologia na raiz de todos os nossos problemas
-6.99929E+18,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,State of Drupal 2016 survey | Dries Buytaert,7. What's in this for me?,Meet Aquifer: A build system for easier Drupal development,Dries Buytaert,How To Manage Your Drupal Patches with 'Drush Patch File' | Chromatic
-6.99328E+18,Everything you need to know about the big changes coming to Newark airport,"A sneak peek at Google's upcoming travel app, Trips",Manhattan CRE prices spark a mass exodus of startups to Brooklyn,"Google's head of advertising talks ad blocking, mobile and micropayments",Mike Birbiglia's 6 Tips for Making It Small in Hollywood. Or Anywhere.,How to Get a Job at Google
-6.98002E+18,Cross-channel user experiences with Drupal,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,Neoliberalismo a ideologia na raiz de todos os nossos problemas,An overview of web service solutions in Drupal 8,Unilever Buys Dollar Shave Club for $1 Billion,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals"
-6.9702E+18,"Cultura de Web Analytics e Métricas, o que é? Métricas Boss",Como nasce um carro. | Volkswagen Magazine,P&G cancela verba para anúncios segmentados no Facebook | EXAME.com,Vivo cria laboratório de dados para impulsionar uso de Big Data,Gestão de Dados: 10 questões básicas sobre seu uso,Inteligência Analítica: como a Disney utiliza Analytics - Metanalytics
-6.96814E+18,Financial services firm processes 25 billion stock market events per hour with Google Cloud Bigtable,Google researchers teach AIs to see the important parts of images - and tell you about them,Introducing online resizing of Google Cloud Persistent Disks without downtime,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",Google Is About to Supercharge Its TensorFlow Open Source AI,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science
-6.94129E+18,Panama Papers Scandal Shows How Bitcoin Could Stop Corruption,Adaptation. (2002),Lessons from a Google App Engine SRE on how to serve over 100 billion requests per day,Google+ is five years old today,Google launches distributed version of its TensorFlow machine learning system,Roupas com Wifi e GPS? Desenvolvedor une tecnologia com o universo têxtil - Startupi
-6.94122E+18,Amazon now has a programmable Dash Button for the IoT,This is the scientific reason we're addicted to our phones,Adobe CQ/Adobe AEM,Adobe quer potencializar área de marketing digital - Meio & Mensagem,Webinar Salesforce - Best Practices for Advanced Lightning Apps,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects
-6.94092E+18,"Digital manufacturing could eliminate warehouses, create on-demand production",Sympathy for Lady Vengeance (2005),Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!,How Starbucks became so successful at coaxing consumers to pay with smartphones,Startup uses deep learning to let you shop for items by snapping photos,GRI Magazine 4ª Edição
-6.94066E+18,An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel,"Gchat Was the Future of Messaging, But Google Didn't Know What It Had","Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale",DeepMind moves to TensorFlow,Wings of Desire (1987),"Practical advice for analysis of large, complex data sets"
-6.93244E+18,The new 64-bit Orange Pi is a quad-core computer for $20,Peter Doig sued for disavowing 40-year-old painting,"PostgreSQL Bloat: origins, monitoring and managing",Aligning text smartly in CSS,MacOS Sierra Preview,How To Avoid Equidistant HSV Colors
-6.90274E+18,Adobe CQ/Adobe AEM,This is the scientific reason we're addicted to our phones,Adobe quer potencializar área de marketing digital - Meio & Mensagem,Webinar Salesforce - Best Practices for Advanced Lightning Apps,Don't take my money: Why mobile payments haven't taken off - yet,Assessing Salesforce's platform and ecosystem | ZDNet
-6.89311E+18,Learn TypeScript in 30 Minutes,"Finally, CSS In JavaScript! Meet CSSX - Smashing Magazine",12 JavaScript Hacks,15 Interesting JavaScript and CSS Libraries for September 2016,O homofóbico dentro de cada um,"Mesmo sem apoio, Parada LGBT de Campinas arrasta multidão pelas ruas"
-6.88434E+18,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",This is the flying chainsaw drone you knew was coming,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Thorium,"""We will encourage you to develop the three great virtues of a programmer: laziness, impatience, and hubris""",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito
-6.87812E+18,"contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object","Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'",Plug the Fathom Neural Compute Stick into any USB device to make it smarter,Making open source data more available,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices
-6.87525E+18,LATIN INNOVATION BONANZA | New South & Central America Trend Briefing from TrendWatching,BMW mostra conceito de tela touch flutuante em painéis automotivos,"Primeira cidade inteligente brasileira, equipada com sensores, sistemas e soluções digitais, será desenvolvida por startup - Startupi",Nova iniciativa busca desenvolver o ecossistema de Fintechs da América Latina,WalkMe acquires Abbi.io to add mobile A/B testing and engagement,"Facebook terá ""Startup Garage"" dentro da maior incubadora do mundo"
-6.87454E+18,The Hierarchy of Engagement - Greylock Perspectives,How to Think Exponentially and Better Predict the Future,Why 5 is the magic number for UX usability testing,The Startup Zeitgeist,How to grow your startup with no budget,Ingenious Shirt Uses Recognizable Icons to Help Break Language Barriers When Traveling
-6.87255E+18,My experience with Google's Associate Android Developer Certification,Why Learning Angular 2 Was Excruciating,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",I'm trying my hardest to slow the fuck down - HI MY NAME IS JON,What DeepMind brings to Alphabet,MIT and Microsoft Research made a 'smart' tattoo that remotely controls your phone
-6.86314E+18,State of Drupal 2016 survey | Dries Buytaert,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,Dries Buytaert,Drush 9 Roadmap,Moving the Drupal 8 workflow initiative along,7. What's in this for me?
-6.85936E+18,Confira as novidades apresentadas no Google I/O 2016,Como o Facebook testa o impacto que a atualização dos apps têm na bateria dos smartphones,UE não dá sossego ao Google. Novo alvo? O AdSense,Um misterioso vórtice escuro surgiu sobre Netuno,Quem pediu mais um formato de cartão de memória? Ninguém? Eis o UFS!,Getting Started with Activity & Fragment Transitions (part 1)
-6.85927E+18,Raspberry Pi gets an 8-megapixel Sony camera upgrade,Arduino clone is as small as an AA battery,"NASA's Space Robotics Challenge: The Tasks, the Prizes, and How to Participate","Robotics, VR Content Take Center Stage at CES, But Where Is Cannabiz?",Evento em São Paulo traz grandes players do mercado mobile e desafio para startups - Startupi,6 New Tech Gadgets That Will Simplify Your Life in 2017
-6.85867E+18,Chat Smarter with Allo,Google's Cloud Investments are Finally Starting to Pay Off,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",While doves were crying: this week on Google Cloud Platform,'Training for Google Apps' Is One Of Chrome's Best Kept Secrets - OMG! Chrome!,"Every shot Kobe Bryant ever took. All 30,699 of them"
-6.85824E+18,Get ready for Google I/O 2016,Slack CEO Stewart Butterfield on the Future of Communication,The 17 equations that changed the world,9 Rules of Open-Office Etiquette,Alphabet testará drones de entrega nos Estados Unidos,Artificial intelligence is changing SEO faster than you think
-6.8519E+18,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,Support your Gmail users more easily with revamped bounce messages and message headers,"Slack debuts message buttons: bots with Trello, Kayak and 10 more to perform tasks in its app",Aplicação de visão computacional com OpenCV,Google releases keyboard for the iPhone with built-in search features,App do Google Search para Android agora busca por músicas no Brasil | Google Discovery
-6.85143E+18,Home-Made Twitter and Gmail Notifications with PHP and Arduino,Copyrighting DNA Is a Bad Idea,Testing a new Drupal 8 installation with 2 Docker commands,OpenVpn rodando com Docker no Raspberry Pi,Custo do Erro - Cinco motivos para investir em automação de testes,Google Cloud Platform's preemptible VMs are now up to 33% cheaper
-6.84305E+18,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,Why Is Learning Drupal Hard?,Docker 1.12: Now with Built-in Orchestration!,Iniciando com o Docker: Criando suas próprias imagens - Tableless,"Google anuncia MODE, pulseiras com tecnologia snap-and-swap para Android Wear | Google Discovery"
-6.84086E+18,Este texto do Ranieri é a melhor coisa que você lerá hoje,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Cargill anuncia mudanças estratégicas para fortalecer a marca Nutron,Tetra Pak Cheese and Powder Systems acquires Laude
-6.83688E+18,Best of CES 2017: The Show's 10 Coolest Designs,A Voz Da Marca #2 - De onde vêm as histórias by A Voz da Marca,Return of incandescent light bulbs as MIT makes them more efficient than LEDs,8 Old School SEO Practices That Are No Longer Effective - Whiteboard Friday,"Introducing a new developer show ""Machine Learning: Recipes for New Developers""",Why Deep Learning Is Suddenly Changing Your Life
