contentId,recommended_contentIds
-2697906762425596568,"[np.int64(6341647533150019811), np.int64(5779887740609126631), np.int64(6044362651232258738), np.int64(4161491675236615151), np.int64(8938071859536254465)]"
4833869287568225997,"[np.int64(1592600391233958243), np.int64(-6728844082024523434), np.int64(-1878569380455769122), np.int64(6766105865162331239), np.int64(-6308850935767965758)]"
4012770927504386801,"[np.int64(4654349179360175629), np.int64(-6902744509271060072), np.int64(1115750778137998115), np.int64(751528815916485437), np.int64(7763750328910542816)]"
-3285620956704836473,"[np.int64(-8222568914848295086), np.int64(-1557461511205521728), np.int64(4786732753690611738), np.int64(-6245524727898921842), np.int64(-9086955082453789880)]"
484986956330644320,"[np.int64(-7805090055463938263), np.int64(-8254222281357012124), np.int64(-7009536306337650657), np.int64(-2323511129839590090), np.int64(-5691384416070374740)]"
-4613284400780388067,"[np.int64(-730957269757756529), np.int64(-4278025512576376201), np.int64(123378787151399958), np.int64(-7666273193533605701), np.int64(-8254222281357012124)]"
288653248451617914,"[np.int64(5831479026588423198), np.int64(-601952361752157430), np.int64(8353614127518545485), np.int64(-3697359635590244386), np.int64(8596997246990922861)]"
5827857898404399503,"[np.int64(1805849336099641652), np.int64(2271592336048425450), np.int64(-3697359635590244386), np.int64(2841458704671711663), np.int64(5684817723169964056)]"
8396284143617057811,"[np.int64(-387651900461462767), np.int64(-7908990633460844158), np.int64(335910242745901755), np.int64(7400903238402587728), np.int64(6535950170823528902)]"
8342423402350940832,"[np.int64(-8258529658421542282), np.int64(9124439338148818380), np.int64(-6400214860728938634), np.int64(4911701623098526999), np.int64(1328618437884612347)]"
-5924996404988010,"[np.int64(7400903238402587728), np.int64(7529823674661315431), np.int64(-2797708685347481851), np.int64(4920704891238922872), np.int64(-387651900461462767)]"
5446022903655412342,"[np.int64(1362186507591814859), np.int64(-6726685468116057064), np.int64(-7452761262757182727), np.int64(1968587931268137930), np.int64(5779887740609126631)]"
-6035458164887182128,"[np.int64(3611701510490148233), np.int64(6023609667389715259), np.int64(1586004000405879970), np.int64(6241723672990266258), np.int64(-2711301039947937868)]"
8871666435351703640,"[np.int64(-8801071115335368509), np.int64(-6761163882540291832), np.int64(-8968101771604200516), np.int64(1567984561327445971), np.int64(-5702535287667979261)]"
-3417523159811412977,"[np.int64(-7009536306337650657), np.int64(-360529647164834348), np.int64(-2323511129839590090), np.int64(-8254222281357012124), np.int64(484986956330644320)]"
-1753606726398516179,"[np.int64(4579557799493615039), np.int64(127799031949294618), np.int64(-5573840044320724169), np.int64(-2430889785264760757), np.int64(4675505028897335428)]"
5658521282502533116,"[np.int64(3965818599169726564), np.int64(-5037827401452845772), np.int64(1971653634364577968), np.int64(-7009536306337650657), np.int64(-2708021095252721995)]"
6852597772196653540,"[np.int64(-6734931185433789466), np.int64(2301338403202434417), np.int64(4375556914674736641), np.int64(-8762137947059829459), np.int64(-115909536143817330)]"
5206308811707978799,"[np.int64(5688444173453700360), np.int64(6042459843569845586), np.int64(428486625959995206), np.int64(4165127518659426948), np.int64(7506614456429888492)]"
1632166079091127830,"[np.int64(4161491675236615151), np.int64(-1297580205670251233), np.int64(-7805090055463938263), np.int64(-8254222281357012124), np.int64(-7509877147979461087)]"
7062745737910050042,"[np.int64(5271898714958115766), np.int64(-1483274517395674620), np.int64(6876740810766966100), np.int64(7877378240682678384), np.int64(3679601493757850490)]"
3510349622718287202,"[np.int64(8120046881003900118), np.int64(-3499919498720038879), np.int64(621816023396605502), np.int64(-1523691178084871), np.int64(-2377881752614744441)]"
-6174871522512566947,"[np.int64(-1625815289565836489), np.int64(-3169423801125605259), np.int64(-6484638837208285334), np.int64(5870088709232734362), np.int64(-5458316826145145813)]"
33271019004198538,"[np.int64(-8968101771604200516), np.int64(-5037827401452845772), np.int64(-7009536306337650657), np.int64(-6810702648836067504), np.int64(1790561775815571583)]"
-6634868367571835312,"[np.int64(3382511589554885024), np.int64(-5500597021296520708), np.int64(-7673844339521298105), np.int64(2573252627510191315), np.int64(4625350031392752392)]"
-7685837606421530296,"[np.int64(123378787151399958), np.int64(-8254222281357012124), np.int64(4815632823882298534), np.int64(-9105040345021932755), np.int64(-2323511129839590090)]"
2858969450431709251,"[np.int64(1805849336099641652), np.int64(2841458704671711663), np.int64(-2430153190648595765), np.int64(-3697359635590244386), np.int64(-7492067511846042603)]"
-2559385310537355580,"[np.int64(3149164017776669829), np.int64(-5820943153819992582), np.int64(8596997246990922861), np.int64(7823781477664935857), np.int64(1797385737206265555)]"
1981046186743381313,"[np.int64(5293701842202310496), np.int64(-8187220755213888616), np.int64(4785499183287168509), np.int64(-6308850935767965758), np.int64(-746073086109727488)]"
-8742648016180281673,"[np.int64(-5843518165523212471), np.int64(4563006651994272837), np.int64(4815632823882298534), np.int64(-4386371945374980231), np.int64(484986956330644320)]"
4634963407423735625,"[np.int64(2259988589066296676), np.int64(7734121175534200554), np.int64(-5082274522455747241), np.int64(123378787151399958), np.int64(4313871021753084020)]"
-1081723567492738167,"[np.int64(-8353590933060505654), np.int64(8685746777792503843), np.int64(-4291244850221551577), np.int64(3564394485543941353), np.int64(5787934590133549357)]"
943818026930898372,"[np.int64(4815632823882298534), np.int64(2834574758085485485), np.int64(-788035419968530567), np.int64(-1663441888197894674), np.int64(7065704533945771463)]"
5947470908330062710,"[np.int64(-4068545238978420047), np.int64(-4068545238978420047), np.int64(-5791454671270548045), np.int64(6187300944962737279), np.int64(-1981734999963962468)]"
-6940923725353716164,"[np.int64(-8278633353687754322), np.int64(-3864069617285644895), np.int64(2282385028752844581), np.int64(5669290109546991426), np.int64(5037403311832115000)]"
-4351117979148287331,"[np.int64(569574447134368517), np.int64(1908114740148100507), np.int64(-3920984929373505016), np.int64(2317969739828155334), np.int64(5681075485882787671)]"
-5968239566051821631,"[np.int64(5508665170385092264), np.int64(2598008935363515744), np.int64(-569322218183730892), np.int64(-4485188959476061019), np.int64(7238948407563080770)]"
-456161980484814803,"[np.int64(-1242702988593021334), np.int64(521382866757596943), np.int64(5484061377044071389), np.int64(8416004328454490172), np.int64(8416004328454490172)]"
3888577703887670575,"[np.int64(6807042796917367736), np.int64(685073630661800600), np.int64(623421554979899217), np.int64(-1525688508571111688), np.int64(7434270606888620096)]"
-7349721727282676870,"[np.int64(-7463572107837163154), np.int64(8900292750226176660), np.int64(1487738553913510703), np.int64(3320201327008235211), np.int64(-3428996085514172371)]"
6807042796917367736,"[np.int64(3888577703887670575), np.int64(7434270606888620096), np.int64(623421554979899217), np.int64(-5000193502203199335), np.int64(374674704202038318)]"
-5200964355640106406,"[np.int64(-3555513869558669392), np.int64(3720742491238027703), np.int64(8416004328454490172), np.int64(8416004328454490172), np.int64(8378863480597222815)]"
-4930542581518647030,"[np.int64(-4740532350684079805), np.int64(5834671664627894569), np.int64(549631724393582960), np.int64(5842191581670322333), np.int64(5934557073194045393)]"
-240359174314633445,"[np.int64(3162261384765351942), np.int64(-5676280017759875198), np.int64(-6312384811410586459), np.int64(-7387185690512762935), np.int64(-6397413461412629080)]"
8743240285401859304,"[np.int64(3367026768872537336), np.int64(-908052164352446106), np.int64(8074780316213343498), np.int64(-7009536306337650657), np.int64(-1068603220639552685)]"
6245165134513326654,"[np.int64(7778744448313924630), np.int64(-2405892683303291957), np.int64(270443693434886127), np.int64(6829640091575814990), np.int64(-4386371945374980231)]"
-3750879736572068916,"[np.int64(3980405883168341377), np.int64(-6940659689413147290), np.int64(2285392309373358857), np.int64(-9050450867630628092), np.int64(2858969450431709251)]"
1828340614995116767,"[np.int64(8963770574956550187), np.int64(4372031182493802582), np.int64(-8259953995965151136), np.int64(6006800146436649545), np.int64(-1596335233529956315)]"
-21036008762564671,"[np.int64(8926889915100214784), np.int64(6519443272707698315), np.int64(-4765711818183276269), np.int64(3273084325487543386), np.int64(-8681175158863587641)]"
643905832258297060,"[np.int64(-4293262855938209141), np.int64(-5060993828460133882), np.int64(4785499183287168509), np.int64(3273084325487543386), np.int64(-8187220755213888616)]"
654383168348870348,"[np.int64(-3876501423599932851), np.int64(2625883933130361261), np.int64(-7191607771634445823), np.int64(3394403706511230595), np.int64(-8277924497842156608)]"
-8508598439431879680,"[np.int64(-8254222281357012124), np.int64(-5691384416070374740), np.int64(484986956330644320), np.int64(-2323511129839590090), np.int64(4313871021753084020)]"
6437568358552101410,"[np.int64(381577463519666187), np.int64(-5410531116380081703), np.int64(4419562057180692966), np.int64(7851022564818849560), np.int64(-862645085190435621)]"
4920704891238922872,"[np.int64(-387651900461462767), np.int64(7400903238402587728), np.int64(-5924996404988010), np.int64(6535950170823528902), np.int64(-7908990633460844158)]"
-411378842607264055,"[np.int64(3134511142783292503), np.int64(5429045128339158843), np.int64(7202701636941380671), np.int64(6241723672990266258), np.int64(-5729915270134094048)]"
3155118717275463069,"[np.int64(4774970687540378081), np.int64(-4126288159365354498), np.int64(9060231864899459154), np.int64(1981046186743381313), np.int64(-7002558676365724983)]"
4312678980890750477,"[np.int64(-6308850935767965758), np.int64(-659411840002799494), np.int64(-7454907763335725103), np.int64(9158289456544908688), np.int64(-5756697018315640725)]"
-3170783292462058942,"[np.int64(-2167839778474325326), np.int64(-8968101771604200516), np.int64(123378787151399958), np.int64(4313871021753084020), np.int64(-2323511129839590090)]"
-8578355592291788601,"[np.int64(921770761777842242), np.int64(8650916538290053756), np.int64(4988225165850707692), np.int64(-3267081294086663175), np.int64(-6859269826758227273)]"
6409304780354173378,"[np.int64(-1701416312023927957), np.int64(6186282670048283099), np.int64(5266164468981660031), np.int64(1403599387299754918), np.int64(6075137928366965854)]"
-6980020268309524947,"[np.int64(-8282357075607822317), np.int64(-1630229587164086350), np.int64(-5014627593450767720), np.int64(3575694866055127253), np.int64(6384824828701919724)]"
5684817723169964056,"[np.int64(1734266821019430183), np.int64(1805849336099641652), np.int64(-2487699318115820990), np.int64(7653591914898297019), np.int64(5827857898404399503)]"
-2099829359953227557,"[np.int64(-2167839778474325326), np.int64(-8254222281357012124), np.int64(-8968101771604200516), np.int64(-2323511129839590090), np.int64(4546206336477094824)]"
1012456848389051365,"[np.int64(-4386371945374980231), np.int64(-502840688786875793), np.int64(-2167839778474325326), np.int64(-5843518165523212471), np.int64(123378787151399958)]"
9151634133568930081,"[np.int64(-9128652074338368262), np.int64(-7126520323752764957), np.int64(5250363310227021277), np.int64(-434149774629603391), np.int64(-9089854794058353436)]"
4287021355610172885,"[np.int64(-2323511129839590090), np.int64(-2167839778474325326), np.int64(-8968101771604200516), np.int64(-5843518165523212471), np.int64(123378787151399958)]"
-6993279786012379694,"[np.int64(9113647036759476320), np.int64(3272519107572730082), np.int64(-9107331682787867601), np.int64(-1453783314552286835), np.int64(1400543852157442197)]"
-862645085190435621,"[np.int64(7203367456821804602), np.int64(5005421293875190218), np.int64(7036087807129071010), np.int64(1117455951802655890), np.int64(-2400879112398974660)]"
-3912939678517879962,"[np.int64(2173307133640600082), np.int64(-6558712014192834002), np.int64(-14569272361926584), np.int64(3205047378909988692), np.int64(3091351089612339864)]"
8265190708606665292,"[np.int64(3273084325487543386), np.int64(2727743992157210358), np.int64(4369833742675497700), np.int64(-634395794651424614), np.int64(-7002558676365724983)]"
-1637159115260338032,"[np.int64(216869981229779312), np.int64(4306804750094230211), np.int64(6678691743269420670), np.int64(8378863480597222815), np.int64(3180608611815082945)]"
2173307133640600082,"[np.int64(-3912939678517879962), np.int64(-6558712014192834002), np.int64(1805849336099641652), np.int64(2271592336048425450), np.int64(-3697359635590244386)]"
-5622405819042018718,"[np.int64(4189221198175710203), np.int64(-7358932766266901263), np.int64(-7358932766266901263), np.int64(8550670510357310628), np.int64(-6851425181090952724)]"
-6999747484065183134,"[np.int64(1829180586132834070), np.int64(-393060967458342665), np.int64(-8934199835393138432), np.int64(9042192299854648021), np.int64(-7673844339521298105)]"
1662917027785920354,"[np.int64(2429264894470039764), np.int64(5684817723169964056), np.int64(1805849336099641652), np.int64(5827857898404399503), np.int64(8482750322470893687)]"
-5515204090203464377,"[np.int64(3407455496422791860), np.int64(-4126288159365354498), np.int64(-2041630887686751489), np.int64(-78066964941874046), np.int64(-5954724412982705962)]"
